"","la_name","index","201516_language","201617_language","201718_language","201819_language","201920_language","202021_language","202122_language","YOY21to22_language","YOYperc21to22_language","YOY16to17_language","YOYperc16to17_language","YOY17to18_language","YOYperc17to18_language","YOY18to19_language","YOYperc18to19_language","YOY19to20_language","YOYperc19to20_language","YOY20to21_language","YOYperc20to21_language","region_name","region_code","old_la_code","new_la_code","language","201516_esl","201617_esl","201718_esl","201819_esl","201920_esl","202021_esl","202122_esl","YOY16to17_esl","YOYperc16to17_esl","YOY17to18_esl","YOYperc17to18_esl","YOY18to19_esl","YOYperc18to19_esl","YOY19to20_esl","YOYperc19to20_esl","YOY20to21_esl","YOYperc20to21_esl","YOY21to22_esl","YOYperc21to22_esl"
"54","Harrow",53,164,177,158,228,207,213,208,-5,-0.0234741784,13,0.07926829268,-19,-0.1073446328,70,0.4430379747,-21,-0.09210526316,6,0.02898550725,"London","E12000007",310,"E09000015","Known or believed to be other than English",65.6328928,65.85576757,64.93896885,64.53252947,63.88963903,64.3907563,64.99472259,0.222874770000004,0.0033957785569373,-0.916798720000003,-0.0139213124959103,-0.406439379999995,-0.00625879017171975,-0.642890440000002,-0.00996226934353891,0.501117270000009,0.00784348256788091,0.603966289999988,0.00937970486300979
"55","Hartlepool",54,82,75,78,69,85,87,71,-16,-0.183908046,-7,-0.08536585366,3,0.04,-9,-0.1153846154,16,0.231884058,2,0.02352941176,"North East","E12000001",805,"E06000001","Known or believed to be other than English",3.726435774,3.834597224,4.367088608,4.570709718,4.740646259,4.648364869,4.621802613,0.10816145,0.0290254432277248,0.532491384000001,0.138865010558929,0.203621109999999,0.0466262831550954,0.169936541,0.0371794647843791,-0.0922813900000001,-0.01946599365536,-0.0265622560000001,-0.00571432250879101
"56","Havering",55,121,121,124,158,142,163,225,62,0.3803680982,0,0,3,0.02479338843,34,0.2741935484,-16,-0.1012658228,21,0.1478873239,"London","E12000007",311,"E09000016","Known or believed to be other than English",16.91636852,19.26715887,21.5615485,22.5458933,23.67340025,24.55409726,26.21446711,2.35079035,0.138965425541581,2.29438963,0.119082924757136,0.984344799999999,0.0456527878783845,1.12750695,0.050009415683698,0.880697009999999,0.0372019651042735,1.66036985,0.0676208875618017
"57","Herefordshire, County of",56,151,145,141,118,119,106,144,38,0.358490566,-6,-0.03973509934,-4,-0.0275862069,-23,-0.1631205674,1,0.008474576271,-13,-0.1092436975,"West Midlands","E12000005",884,"E06000019","Known or believed to be other than English",8.127920828,9.008361054,9.848879625,10.07470806,10.16998614,10.25866491,10.24942977,0.880440225999999,0.108322933334557,0.840518571,0.0933042721047225,0.225828435,0.022929352738434,0.0952780799999999,0.00945715542649679,0.0886787699999996,0.00871965495127013,-0.00923513999999948,-0.000900228253970669
"58","Hertfordshire",57,684,727,759,753,723,672,672,0,0,43,0.06286549708,32,0.04401650619,-6,-0.00790513834,-30,-0.03984063745,-51,-0.07053941909,"East of England","E12000006",919,"E10000015","Known or believed to be other than English",16.06795106,16.59515306,17.0603993,17.40871326,17.8501886,17.88235742,18.30306633,0.527202000000003,0.0328107795468978,0.465246239999999,0.028035067728384,0.348313959999999,0.0204165186215776,0.44147534,0.0253594469279001,0.0321688200000025,0.00180215574865145,0.420708909999998,0.0235264792062298
"59","Hillingdon",58,270,290,268,320,303,339,277,-62,-0.1828908555,20,0.07407407407,-22,-0.07586206897,52,0.1940298507,-17,-0.053125,36,0.1188118812,"London","E12000007",312,"E09000017","Known or believed to be other than English",47.41508602,48.29299636,49.51124145,49.55228758,50.19404065,49.64682821,49.73577444,0.87791034,0.0185154222778314,1.21824509,0.0252261234924957,0.041046129999998,0.000829026475562107,0.64175307,0.0129510281228474,-0.547212439999996,-0.0109019404079396,0.0889462299999977,0.00179157930540429
"60","Hounslow",59,236,195,246,260,270,278,289,11,0.03956834532,-41,-0.1737288136,51,0.2615384615,14,0.05691056911,10,0.03846153846,8,0.02962962963,"London","E12000007",313,"E09000018","Known or believed to be other than English",63.02058013,63.44170875,63.95307075,64.5706316,64.46481205,64.30262994,64.18981287,0.421128619999998,0.00668239833926133,0.511362000000005,0.00806034405559742,0.617560849999997,0.00965646907580269,-0.105819549999993,-0.00163881856778977,-0.162182110000003,-0.00251582382454186,-0.112817070000006,-0.00175447054195565
"61","Isle of Wight",60,99,97,92,73,70,85,98,13,0.1529411765,-2,-0.0202020202,-5,-0.05154639175,-19,-0.2065217391,-3,-0.04109589041,15,0.2142857143,"South East","E12000008",921,"E06000046","Known or believed to be other than English",3.427851292,3.613244366,3.721332756,3.348037552,3.266807894,3.394784173,3.767162147,0.185393074,0.0540843397823804,0.10808839,0.0299144976235465,-0.373295204,-0.100312234480544,-0.0812296580000003,-0.0242618718393635,0.127976279,0.0391747183037756,0.372377974,0.109691207164704
"62","Islington",61,157,155,149,149,171,168,165,-3,-0.01785714286,-2,-0.0127388535,-6,-0.03870967742,0,0,22,0.1476510067,-3,-0.01754385965,"London","E12000007",206,"E09000019","Known or believed to be other than English",43.70057986,43.31325301,42.18009479,41.48760331,40.10162466,39.30076695,39.92055611,-0.387326850000001,-0.00886319703859419,-1.13315822,-0.0261619283072176,-0.692491480000001,-0.0164174946369295,-1.38597865,-0.0334070551061678,-0.800857709999995,-0.0199707048477471,0.619789159999996,0.0157704087756994
"63","Kensington and Chelsea",62,49,67,47,45,64,47,55,8,0.170212766,18,0.3673469388,-20,-0.2985074627,-2,-0.04255319149,19,0.4222222222,-17,-0.265625,"London","E12000007",207,"E09000020","Known or believed to be other than English",54.03598972,53.79345778,53.03994584,51.97809719,53.93678958,53.37247601,54.70378301,-0.242531940000006,-0.00448834084943649,-0.753511939999996,-0.0140075014898958,-1.06184865,-0.0200197913701339,1.95869239,0.0376830337370802,-0.564313570000003,-0.0104624983131968,1.331307,0.0249436994407111
"64","Kent",63,863,846,887,940,912,963,1038,75,0.07788161994,-17,-0.01969872538,41,0.04846335697,53,0.05975197294,-28,-0.02978723404,51,0.05592105263,"South East","E12000008",886,"E10000016","Known or believed to be other than English",11.16082427,11.73116793,12.16946239,12.47291134,12.71020453,12.77922402,13.39475877,0.570343659999999,0.051102288343798,0.43829446,0.037361536601923,0.30344895,0.0249352798238115,0.237293190000001,0.0190246834545367,0.0690194899999987,0.00543024227793435,0.61553475,0.0481668330593989
"65","Kingston upon Hull, City of",64,265,265,268,255,294,367,386,19,0.05177111717,0,0,3,0.01132075472,-13,-0.04850746269,39,0.1529411765,73,0.2482993197,"Yorkshire and The Humber","E12000003",810,"E06000010","Known or believed to be other than English",15.28493282,15.92093719,16.06990952,16.88706081,17.19703406,17.36026192,17.79884357,0.63600437,0.0416098897842588,0.148972329999999,0.00935700758203917,0.817151290000002,0.050849775413048,0.309973249999999,0.0183556661213917,0.163227859999999,0.00949162858144617,0.43858165,0.0252635387657792
"66","Kingston upon Thames",65,117,123,106,107,106,124,108,-16,-0.1290322581,6,0.05128205128,-17,-0.1382113821,1,0.009433962264,-1,-0.009345794393,18,0.1698113208,"London","E12000007",314,"E09000021","Known or believed to be other than English",35.67762269,35.52608311,35.46003119,35.26468799,35.21540247,34.23404405,35.17173284,-0.151539579999998,-0.00424746854118373,-0.0660519199999996,-0.00185925140678982,-0.195343200000003,-0.00550882764184065,-0.049285519999998,-0.0013975884322009,-0.981358419999999,-0.0278673066660538,0.937688789999996,0.0273905352411906
"67","Kirklees",66,215,243,212,239,226,266,320,54,0.2030075188,28,0.1302325581,-31,-0.1275720165,27,0.1273584906,-13,-0.05439330544,40,0.1769911504,"Yorkshire and The Humber","E12000003",382,"E08000034","Known or believed to be other than English",27.52552823,29.31208902,29.60283367,28.67846204,27.72819109,26.05457132,25.26658845,1.78656079,0.0649055950923707,0.290744650000001,0.00991893309963756,-0.92437163,-0.03122578197427,-0.95027095,-0.0331353525399858,-1.67361977,-0.0603580581426236,-0.78798287,-0.0302435553562583
"68","Knowsley",67,97,98,99,108,108,137,167,30,0.2189781022,1,0.01030927835,1,0.01020408163,9,0.09090909091,0,0,29,0.2685185185,"North West","E12000002",340,"E08000011","Known or believed to be other than English",3.145063739,3.309060743,3.830378867,4.033984942,4.574262882,5.258479212,6.116949609,0.163997004,0.0521442544920073,0.521318124,0.157542627497183,0.203606075,0.0531555968925515,0.54027794,0.133931570833315,0.68421633,0.1495795820333,0.858470397,0.163254500472484
"69","Lambeth",68,185,189,216,182,221,208,215,7,0.03365384615,4,0.02162162162,27,0.1428571429,-34,-0.1574074074,39,0.2142857143,-13,-0.05882352941,"London","E12000007",208,"E09000022","Known or believed to be other than English",51.48323179,51.12525311,50.06339431,48.96033627,48.09838306,46.68119581,46.35803989,-0.357978679999995,-0.00695330630097562,-1.0618588,-0.020769751451701,-1.10305804,-0.0220332251778555,-0.861953209999996,-0.0176051325555979,-1.41718725,-0.0294643428705731,-0.323155919999998,-0.00692261443591322
"70","Lancashire",69,446,507,521,588,628,576,622,46,0.07986111111,61,0.1367713004,14,0.02761341223,67,0.1285988484,40,0.06802721088,-52,-0.08280254777,"North West","E12000002",888,"E10000017","Known or believed to be other than English",12.45946743,12.83392038,13.33796182,13.60732664,13.66483522,13.5237982,13.55315712,0.37445295,0.0300536882578456,0.50404144,0.0392741598105504,0.26936482,0.0201953509565527,0.0575085800000004,0.00422629525412792,-0.141037020000001,-0.0103211650729295,0.02935892,0.00217090787409117
"71","Leeds",70,736,721,813,842,860,823,862,39,0.04738760632,-15,-0.02038043478,92,0.1276005548,29,0.0356703567,18,0.02137767221,-37,-0.04302325581,"Yorkshire and The Humber","E12000003",383,"E08000035","Known or believed to be other than English",20.23967558,20.79920751,22.29219987,22.71536651,22.58681109,21.8593811,22.21608216,0.559531929999999,0.0276453013186093,1.49299236,0.0717812137449078,0.423166639999998,0.018982722318468,-0.128555419999998,-0.00565940329174983,-0.727429990000001,-0.0322059624575361,0.356701059999999,0.0163179853248452
"72","Leicester",71,295,301,268,299,263,322,316,-6,-0.01863354037,6,0.02033898305,-33,-0.1096345515,31,0.1156716418,-36,-0.1204013378,59,0.2243346008,"East Midlands","E12000004",856,"E06000016","Known or believed to be other than English",51.78802897,52.72780459,53.564683,54.43469513,55.6524421,55.88143081,56.27844406,0.939775619999999,0.0181465801786818,0.836878410000004,0.0158716718154186,0.870012129999999,0.0162422716101951,1.21774697,0.0223707869970025,0.228988709999996,0.00411462105451786,0.397013250000001,0.00710456486609779
"73","Leicestershire",72,241,242,244,282,260,307,335,28,0.09120521173,1,0.004149377593,2,0.00826446281,38,0.1557377049,-22,-0.0780141844,47,0.1807692308,"East Midlands","E12000004",855,"E10000018","Known or believed to be other than English",8.013562118,8.331668332,8.407349275,8.474607402,8.512153697,8.551216132,8.695731253,0.318106214,0.0396959815517587,0.0756809430000001,0.00908352805035783,0.0672581270000006,0.00799992064086104,0.0375462950000003,0.00443044653503824,0.039062435,0.00458901899454271,0.144515121,0.016899949524045
"74","Lewisham",73,230,202,221,237,251,260,226,-34,-0.1307692308,-28,-0.1217391304,19,0.09405940594,16,0.07239819005,14,0.05907172996,9,0.03585657371,"London","E12000007",209,"E09000023","Known or believed to be other than English",33.40221774,33.78560383,34.99171467,34.95674463,37.83049764,37.93646844,37.368376,0.383386090000002,0.01147786332585,1.20611084,0.0356989576409178,-0.0349700399999975,-0.00099938057708212,2.87375300999999,0.0822088280936129,0.105970800000001,0.00280120026462336,-0.568092440000001,-0.01497483723079
"75","Lincolnshire",74,342,302,307,328,392,354,390,36,0.1016949153,-40,-0.1169590643,5,0.01655629139,21,0.06840390879,64,0.1951219512,-38,-0.09693877551,"East Midlands","E12000004",925,"E10000019","Known or believed to be other than English",10.22364217,10.75850081,11.3733607,11.43324801,11.37313172,11.22170832,11.38035406,0.534858639999999,0.0523158607379154,0.61485989,0.0571510753086052,0.0598873100000006,0.00526557730645091,-0.0601162899999999,-0.00525802378706555,-0.151423400000001,-0.0133141340246432,0.158645740000001,0.0141373965064885
"76","Liverpool",75,322,381,407,467,446,490,559,69,0.1408163265,59,0.1832298137,26,0.06824146982,60,0.1474201474,-21,-0.04496788009,44,0.09865470852,"North West","E12000002",341,"E08000012","Known or believed to be other than English",15.61650353,16.81415929,18.00933818,18.94670174,19.72756138,19.65175944,20.75827348,1.19765576,0.0766916715831588,1.19517889,0.0710816918875521,0.937363560000001,0.0520487510774258,0.780859639999999,0.0412134866910086,-0.0758019400000016,-0.00384243843118138,1.10651404,0.0563061054852807
"77","Luton",76,134,186,190,162,187,197,249,52,0.2639593909,52,0.3880597015,4,0.02150537634,-28,-0.1473684211,25,0.1543209877,10,0.05347593583,"East of England","E12000006",821,"E06000032","Known or believed to be other than English",53.59136388,55.36531441,55.44545961,55.0014981,54.80072464,53.96611642,52.84154415,1.77395053,0.0331014253336073,0.0801451999999969,0.00144757057471927,-0.443961510000001,-0.00800717521547841,-0.200773460000001,-0.00365032711718084,-0.83460822,-0.0152298756172068,-1.12457227,-0.0208384880106591
"78","Manchester",77,305,408,434,430,485,497,546,49,0.0985915493,103,0.337704918,26,0.0637254902,-4,-0.009216589862,55,0.1279069767,12,0.02474226804,"North West","E12000002",352,"E08000003","Known or believed to be other than English",40.930529,41.85748757,41.59123042,41.91152074,42.20223258,41.94267809,42.99332698,0.926958570000004,0.0226471192199838,-0.266257150000001,-0.00636103993472443,0.320290319999998,0.00770090994581348,0.29071184,0.00693632287416732,-0.259554489999999,-0.00615025495411834,1.05064889,0.0250496376923174
"79","Medway",78,241,245,249,270,263,264,285,21,0.07954545455,4,0.01659751037,4,0.01632653061,21,0.0843373494,-7,-0.02592592593,1,0.003802281369,"South East","E12000008",887,"E06000035","Known or believed to be other than English",13.35275796,13.08951858,13.58573749,14.06782909,14.16949929,14.26983092,15.44629349,-0.26323938,-0.019714232878973,0.49621891,0.0379096379265004,0.4820916,0.035485125511578,0.101670199999999,0.00722714210910272,0.100331630000001,0.00708081689737685,1.17646257,0.0824440441232642
"80","Merton",79,169,173,174,141,160,179,179,0,0,4,0.02366863905,1,0.005780346821,-33,-0.1896551724,19,0.134751773,19,0.11875,"London","E12000007",315,"E09000024","Known or believed to be other than English",47.35662769,47.31478931,46.58027358,46.08595146,45.75721544,44.64616941,44.19940804,-0.0418383800000015,-0.000883474648445802,-0.734515730000005,-0.0155240198828227,-0.49432212,-0.0106122631321823,-0.328736019999994,-0.00713310693575065,-1.11104603,-0.0242813296070624,-0.446761369999997,-0.0100067122421466
"81","Middlesbrough",80,85,102,90,88,90,99,98,-1,-0.0101010101,17,0.2,-12,-0.1176470588,-2,-0.02222222222,2,0.02272727273,9,0.1,"North East","E12000001",806,"E06000002","Known or believed to be other than English",16.51703921,18.57066477,18.83579054,19.54617082,19.94346734,19.66776566,19.76744186,2.05362556,0.124333758241408,0.265125770000001,0.0142765901643057,0.710380279999999,0.0377143862632908,0.397296520000001,0.0203260538168161,-0.275701680000001,-0.0138241598263625,0.0996762000000011,0.00506799815104168
"82","Milton Keynes",81,206,234,193,201,204,210,237,27,0.1285714286,28,0.1359223301,-41,-0.1752136752,8,0.0414507772,3,0.01492537313,6,0.02941176471,"South East","E12000008",826,"E06000042","Known or believed to be other than English",27.36258101,28.19413093,28.59226842,28.47696635,29.0841719,29.1017075,30.07902959,0.83154992,0.0303900395834772,0.39813749,0.014121289675092,-0.115302069999998,-0.00403263107027024,0.60720555,0.0213226908560785,0.0175355999999987,0.000602925882170248,0.977322090000001,0.0335829809986236
"83","Newcastle upon Tyne",82,216,214,212,202,194,201,231,30,0.1492537313,-2,-0.009259259259,-2,-0.009345794393,-10,-0.04716981132,-8,-0.0396039604,7,0.03608247423,"North East","E12000001",391,"E08000021","Known or believed to be other than English",25.31721691,26.49647374,26.24945103,26.80591819,27.03631224,26.54684479,27.09567048,1.17925683,0.046579244242846,-0.24702271,-0.00932285225664144,0.55646716,0.0211991922941179,0.230394050000001,0.00859489491712132,-0.489467449999999,-0.0181040759425702,0.548825689999997,0.020673857640767
"84","Newham",83,259,265,244,274,304,313,358,45,0.1437699681,6,0.02316602317,-21,-0.07924528302,30,0.1229508197,30,0.1094890511,9,0.02960526316,"London","E12000007",316,"E09000025","Known or believed to be other than English",74.16039375,74.04913688,73.33058419,73.33572434,72.3838836,72.20116032,71.50479947,-0.111256869999991,-0.00150021951575724,-0.71855269000001,-0.00970372809563543,0.00514015000000256,7.00955823109823e-05,-0.951840739999994,-0.0129792232716903,-0.182723280000005,-0.00252436413898086,-0.696360850000005,-0.00964473211945197
"85","Norfolk",84,565,539,550,562,579,609,657,48,0.07881773399,-26,-0.04601769912,11,0.02040816327,12,0.02181818182,17,0.03024911032,30,0.0518134715,"East of England","E12000006",926,"E10000020","Known or believed to be other than English",10.03742899,10.5758304,11.40942602,11.78370013,12.03139924,12.11634814,12.81982023,0.538401409999999,0.0536393742397971,0.833595620000001,0.0788208195925684,0.37427411,0.0328039385455431,0.247699110000001,0.0210204865422013,0.0849488999999988,0.00706060020995519,0.70347209,0.0580597455497016
"86","North East Lincolnshire",85,47,79,70,75,79,99,109,10,0.101010101,32,0.6808510638,-9,-0.1139240506,5,0.07142857143,4,0.05333333333,20,0.253164557,"Yorkshire and The Humber","E12000003",812,"E06000012","Known or believed to be other than English",4.889478338,5.726756875,6.523790268,6.708057768,6.666216854,6.44829007,6.931442731,0.837278537,0.171240872567703,0.797033393,0.139177096286281,0.1842675,0.0282454665815752,-0.0418409139999998,-0.00623741110274824,-0.217926784,-0.0326912233389521,0.483152661,0.0749272529236577
"87","North Lincolnshire",86,83,100,101,107,135,118,143,25,0.2118644068,17,0.2048192771,1,0.01,6,0.05940594059,28,0.261682243,-17,-0.1259259259,"Yorkshire and The Humber","E12000003",813,"E06000013","Known or believed to be other than English",10.5108986,11.03735852,11.84969138,12.21561795,12.34542457,12.61299138,13.04838482,0.526459919999999,0.0500870515485706,0.81233286,0.0735984845040623,0.365926570000001,0.0308806835777693,0.12980662,0.0106262835438464,0.26756681,0.02167335829423,0.43539344,0.0345194432377389
"88","North Northamptonshire",87,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Midlands","E12000004",940,"E06000061","Known or believed to be other than English",NA,NA,NA,NA,NA,NA,17.35726686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","North Somerset",88,87,90,80,85,79,88,110,22,0.25,3,0.03448275862,-10,-0.1111111111,5,0.0625,-6,-0.07058823529,9,0.1139240506,"South West","E12000009",802,"E06000024","Known or believed to be other than English",5.252960172,5.761316872,6.142857143,6.377010705,6.538747073,6.547033285,6.915111449,0.5083567,0.0967752816230567,0.381540271,0.0662244898999195,0.234153562,0.0381180217200438,0.161736368,0.0253624112428081,0.00828621200000068,0.00126724767107392,0.368078164,0.056220603741745
"90","North Tyneside",89,181,200,191,191,202,194,230,36,0.1855670103,19,0.1049723757,-9,-0.045,0,0,11,0.05759162304,-8,-0.0396039604,"North East","E12000001",392,"E08000022","Known or believed to be other than English",4.563106796,4.634381013,4.788631478,4.580380011,4.95937406,4.829441252,5.262833549,0.071274217,0.0156196688323137,0.154250465000001,0.0332839411708509,-0.208251467,-0.0434887228129273,0.378994049,0.0827429270256677,-0.129932808,-0.0261994369507188,0.433392297,0.0897396353709699
"91","North Yorkshire",90,231,250,296,306,294,282,352,70,0.2482269504,19,0.08225108225,46,0.184,10,0.03378378378,-12,-0.03921568627,-12,-0.04081632653,"Yorkshire and The Humber","E12000003",815,"E10000023","Known or believed to be other than English",4.217897116,4.577320713,5.346556474,5.311600729,5.494309704,5.473263054,5.822455479,0.359423597,0.0852139317567935,0.769235761,0.168053717279478,-0.0349557449999995,-0.00653799228905321,0.182708975,0.0343981003697162,-0.0210466499999997,-0.00383062680006502,0.349192425,0.0637996788304924
"92","Northamptonshire",91,320,394,439,433,416,453,NA,NA,NA,74,0.23125,45,0.114213198,-6,-0.01366742597,-17,-0.03926096998,37,0.08894230769,"East Midlands","E12000004",928,"E10000021","Known or believed to be other than English",15.00056799,16.24315263,17.37718169,18.07883395,18.77365291,19.02803284,NA,1.24258464,0.0828358393381076,1.13402906,0.0698158224472708,0.701652259999999,0.0403777938515644,0.694818959999999,0.0384327308897043,0.254379930000002,0.0135498366364547,NA,NA
"93","Northumberland",92,227,222,234,240,234,265,289,24,0.09056603774,-5,-0.02202643172,12,0.05405405405,6,0.02564102564,-6,-0.025,31,0.1324786325,"North East","E12000001",929,"E06000048","Known or believed to be other than English",1.853672237,2.056820527,1.861137898,1.924619086,1.987139412,2.074468085,2.160397191,0.20314829,0.109592346448894,-0.195682629,-0.0951384072801993,0.0634811880000001,0.0341088041182858,0.062520326,0.0324845193808911,0.0873286729999998,0.0439469281685204,0.085929106,0.0414222357149448
"94","Nottingham",93,158,171,159,163,183,188,163,-25,-0.1329787234,13,0.08227848101,-12,-0.0701754386,4,0.0251572327,20,0.1226993865,5,0.02732240437,"East Midlands","E12000004",892,"E06000018","Known or believed to be other than English",30.41244679,31.64126999,31.89682181,32.42879801,32.4450597,31.61201511,32.94751198,1.2288232,0.040405272501917,0.255551819999997,0.00807653485719008,0.531976200000003,0.0166780315345782,0.0162616900000003,0.000501458302431861,-0.83304459,-0.0256755449890573,1.33549687,0.0422464960032723
"95","Nottinghamshire",94,207,222,234,248,294,316,334,18,0.05696202532,15,0.07246376812,12,0.05405405405,14,0.05982905983,46,0.185483871,22,0.07482993197,"East Midlands","E12000004",891,"E10000024","Known or believed to be other than English",6.581495828,7.26970234,7.833715148,8.189106995,8.378071729,8.702025772,9.565954372,0.688206512,0.104566884183399,0.564012807999999,0.0775840304900296,0.355391847,0.0453669606675364,0.188964734000001,0.0230751331146823,0.323954043000001,0.0386668977634389,0.863928599999999,0.0992790210734392
"96","Oldham",95,201,198,178,255,215,227,286,59,0.2599118943,-3,-0.01492537313,-20,-0.101010101,77,0.4325842697,-40,-0.1568627451,12,0.05581395349,"North West","E12000002",353,"E08000004","Known or believed to be other than English",36.11861162,36.97560035,37.07373617,36.21393016,36.01961371,35.14590369,34.95833333,0.856988729999998,0.023727067336261,0.098135819999996,0.00265406968571359,-0.85980601,-0.0231917820760604,-0.194316449999995,-0.00536579291840097,-0.873710020000004,-0.0242565072194941,-0.187570359999995,-0.00533690530920576
"97","Oxfordshire",96,271,303,312,364,330,404,490,86,0.2128712871,32,0.1180811808,9,0.0297029703,52,0.1666666667,-34,-0.09340659341,74,0.2242424242,"South East","E12000008",931,"E10000025","Known or believed to be other than English",13.62044818,14.35722776,14.88613561,15.03108103,15.13291303,15.1735876,15.52467395,0.73677958,0.0540936370274418,0.52890785,0.0368391348832373,0.144945419999999,0.00973694072104447,0.101832,0.00677476222746435,0.0406745700000002,0.00268782156610334,0.351086350000001,0.0231379920988495
"98","Peterborough",97,102,108,150,157,174,152,200,48,0.3157894737,6,0.05882352941,42,0.3888888889,7,0.04666666667,17,0.1082802548,-22,-0.1264367816,"East of England","E12000006",874,"E06000031","Known or believed to be other than English",39.66877447,40.56570625,40.65685709,40.29638074,40.15262834,39.8109042,39.25478253,0.896931779999996,0.0226105240704704,0.0911508400000045,0.00224699255667475,-0.360476350000006,-0.00886631126459279,-0.143752399999997,-0.00356737745078187,-0.341724139999997,-0.00851062941898554,-0.556121670000003,-0.0139690791047143
"99","Plymouth",98,215,232,216,204,211,222,257,35,0.1576576577,17,0.07906976744,-16,-0.06896551724,-12,-0.05555555556,7,0.03431372549,11,0.05213270142,"South West","E12000009",879,"E06000026","Known or believed to be other than English",7.308714919,7.528622644,8.002233181,8.046834912,8.237547893,8.206097849,8.524590164,0.219907725000001,0.0300884255901568,0.473610536999999,0.0629079925233664,0.0446017310000002,0.00557366050090864,0.190712981000001,0.0237003720202581,-0.0314500439999996,-0.0038178890621959,0.318492314999999,0.0388116643087323
"100","Poole",99,125,133,132,128,NA,NA,NA,NA,NA,8,0.064,-1,-0.007518796992,-4,-0.0303030303,NA,NA,NA,NA,"South West","E12000009",836,"E06000029","Known or believed to be other than English",9.317707125,10.26306876,10.67016099,10.94374709,NA,NA,NA,0.945361634999999,0.101458612330016,0.40709223,0.0396657412631424,0.273586100000001,0.0256402972978949,NA,NA,NA,NA,NA,NA
"101","Portsmouth",100,138,151,129,142,158,147,164,17,0.1156462585,13,0.09420289855,-22,-0.1456953642,13,0.1007751938,16,0.1126760563,-11,-0.06962025316,"South East","E12000008",851,"E06000044","Known or believed to be other than English",16.70477061,17.46495765,18.6398595,19.5304878,19.73562295,20.13527901,20.98843058,0.760187039999998,0.0455071822144583,1.17490185,0.0672719552801207,0.890628299999999,0.0477808483481326,0.20513515,0.0105033295686552,0.399656060000002,0.0202504912569786,0.853151569999998,0.0423709832665486
"102","Reading",101,123,115,145,136,140,148,159,11,0.07432432432,-8,-0.06504065041,30,0.2608695652,-9,-0.06206896552,4,0.02941176471,8,0.05714285714,"South East","E12000008",870,"E06000038","Known or believed to be other than English",34.59800414,34.79325354,35.93892274,36.75010488,36.50409398,36.73938002,37.82147182,0.195249400000002,0.00564337177398816,1.1456692,0.032927912265603,0.81118214,0.0225711311902278,-0.246010900000002,-0.0066941550453611,0.235286039999998,0.0064454699280828,1.0820918,0.0294531861836247
"103","Redbridge",102,159,164,204,221,241,255,272,17,0.06666666667,5,0.03144654088,40,0.243902439,17,0.08333333333,20,0.09049773756,14,0.05809128631,"London","E12000007",317,"E09000026","Known or believed to be other than English",65.83914737,66.2883959,66.6822352,66.32649669,66.07418338,64.68530281,63.43577348,0.449248529999991,0.00682342569649822,0.393839299999996,0.00594130080616412,-0.355738509999995,-0.00533483181739527,-0.252313310000005,-0.00380411031173981,-1.38888057,-0.0210200186964459,-1.24952932999999,-0.0193170515668796
"104","Redcar and Cleveland",103,122,115,148,106,95,109,80,-29,-0.2660550459,-7,-0.05737704918,33,0.2869565217,-42,-0.2837837838,-11,-0.1037735849,14,0.1473684211,"North East","E12000001",807,"E06000003","Known or believed to be other than English",1.216648879,1.162790698,1.296268545,1.493321327,1.683296519,1.712434434,1.891659501,-0.0538581810000001,-0.0442676452751658,0.133477847,0.114790948387859,0.197052782,0.152015400481696,0.189975192,0.127216553172551,0.029137915,0.0173100310439126,0.179225067,0.104660980555825
"105","Richmond upon Thames",104,68,79,79,73,67,72,97,25,0.3472222222,11,0.1617647059,0,0,-6,-0.07594936709,-6,-0.08219178082,5,0.07462686567,"London","E12000007",318,"E09000027","Known or believed to be other than English",23.12715533,25.53312079,26.70432081,26.98825124,26.66136544,26.43253235,27.71005917,2.40596546,0.104032053474343,1.17120002,0.0458698343078648,0.283930430000002,0.0106323778844687,-0.326885799999999,-0.0121121519543109,-0.228833090000002,-0.00858294713055784,1.27752682,0.048331609059773
"106","Rochdale",105,115,115,123,123,177,170,198,28,0.1647058824,0,0,8,0.06956521739,0,0,54,0.4390243902,-7,-0.0395480226,"North West","E12000002",354,"E08000005","Known or believed to be other than English",27.04042938,28.50894632,28.67126681,28.30612155,28.29708874,27.62030905,27.32171018,1.46851694,0.0543081960483277,0.162320489999999,0.0056936685129652,-0.365145259999998,-0.0127355816685659,-0.00903281000000078,-0.000319111538613483,-0.67677969,-0.023916937046719,-0.298598869999999,-0.01081084463825
"107","Rotherham",106,132,170,215,211,210,234,255,21,0.08974358974,38,0.2878787879,45,0.2647058824,-4,-0.01860465116,-1,-0.004739336493,24,0.1142857143,"Yorkshire and The Humber","E12000003",372,"E08000018","Known or believed to be other than English",11.23752392,11.43163484,11.43879517,11.51793423,11.59125369,11.46861032,11.8724778,0.19411092,0.0172734600061256,0.00716033000000138,0.000626360979879006,0.0791390599999993,0.00691847863554316,0.0733194600000004,0.0063656779536933,-0.12264337,-0.0105806820625285,0.403867480000001,0.0352150320510672
